2024-07-14 08:21:03;https://www.youtube.com/watch?v=WUK50D9-OTE&list=RDMM&index=25;True;WUK50D9-OTE;True;;;
2024-07-14 08:21:03;https://youtube/tA47kgzzY7M;True;tA47kgzzY7M;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=aRjg6oSrY7U;True;aRjg6oSrY7U;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=u2Ix73ePWDs;True;u2Ix73ePWDs;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=aRjg6oSrY7U;True;aRjg6oSrY7U;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=u2Ix73ePWDs;True;u2Ix73ePWDs;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=v1ADEPnPt54;True;v1ADEPnPt54;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=i9_ZpPDtBCA;True;i9_ZpPDtBCA;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=MFn3n2cLUFA;True;MFn3n2cLUFA;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=ESJ7TQvFFrA&list=RDMM&index=4;True;ESJ7TQvFFrA;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=HXkh7EOqcQ4&list=RDHXkh7EOqcQ4&start_radio=1&rv=HXkh7EOqcQ4&t=13;True;HXkh7EOqcQ4;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=GQ4F9k4USfA&list=RDHXkh7EOqcQ4&index=2;True;GQ4F9k4USfA;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=fgpwTxIv76Q&list=RDHXkh7EOqcQ4&index=3;True;fgpwTxIv76Q;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=vpRi8S6uXAg&list=RDHXkh7EOqcQ4&index=4;True;vpRi8S6uXAg;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=X7sSE3yCNLI&list=RDHXkh7EOqcQ4&index=5;True;X7sSE3yCNLI;True;;;
2024-07-14 08:21:03;https://youtu.be/t0WFOnwp3MM?list=RDHXkh7EOqcQ4;True;t0WFOnwp3MM;True;;;
2024-07-14 08:21:03;https://www.youtube.com/watch?v=GgQFO8dL5XQ&list=RDHXkh7EOqcQ4&index=7;True;GgQFO8dL5XQ;True;;;
